BillNo,Month,Year,Customer,Discount 5%,Discount 12%,Discount 18%,Discount 28%
A10724,11,2018,"PRATHIBHA MEDICALS, VECHOOCHIRA",0,1,0,0
A10742,11,2018,"ST.LUKE HOSPITAL, PATHANAMTHITTA",0,1,0,0
A10727,11,2018,"SIMON GEORGE & SONS, PATHANAMTHITTA",0,1,0,0
A10726,11,2018,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",0,1,0,0
A10728,11,2018,"MADATHIL MEDICALS, KOZHANCHERY",0,1,0,0
A10747,11,2018,"PALATHINKAL MEDICALS, NEERATTUPURAM",0,1,0,0
A10737,11,2018,"PHILIPS MEDICALS, NELLAD",0,1,0,0
A10730,11,2018,"MANNAR MEDICALS, PATHANAMTHITTA",0,1,0,0
A10735,11,2018,"S.D MEDICALS, CHENGANNUR",0,1,0,0
A10741,11,2018,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",0,1,0,0
A10744,11,2018,"NEETHI MEDICALS, THEKKEMALA",0,1,0,0
A10722,11,2018,"SNEHA MEDICALS, PATHANAMTHITTA",0,1,0,0
A10752,11,2018,"MARANGAT MEDICALS, KAVUMBHAGOM",0,0,1,0
A10723,11,2018,"TRAVANCORE MEDICALS, PULLAD",0,1,0,0
A10738,11,2018,"JINI MEDICALS, MARAMON",0,1,0,0
A10732,11,2018,"KANJIRAMON MEDICALS, KOZHENCHERRY",0,1,0,0
A10743,11,2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",0,1,0,0
A10748,11,2018,"PUSHPAGIRI MEDICAL SOCIETY, PUSHPAGIRI MEDICAL COLLEGE",0,0,1,0
A10746,11,2018,"C.M HOSPITAL, PANDALAM",0,0,1,0
A10765,11,2018,"THOMSON MEDICALS, TIRUVALLA",1,0,0,0
A10761,11,2018,"NEETHI MEDICALS, ERAVIPEROOR  SCB",0,1,0,0
A10763,11,2018,"MAHAJUBILE MEMORIAL HOSPITAL, EDATHUA",0,1,0,0
A10754,11,2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A10764,11,2018,"JANAKEEYA MEDICALS, RELISH TOWER SCS JN. ",0,1,0,0
A10760,11,2018,"PUSHPAGIRI MEDICAL SOCIETY, PUSHPAGIRI MEDICAL COLLEGE",0,1,0,0
A10757,11,2018,"KUTTAPPUZHA JANSEVANA MEDICALS, MARTHOMA COLLEGE JN.,",0,1,0,0
A10753,11,2018,"ORANGE MEDICALS, KADAPRA",0,1,0,0
A10762,11,2018,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",0,1,0,0
A10755,11,2018,"CENTRAL MEDICALS, THADIYOOR",0,1,0,0
A10766,11,2018,"DINA MEDICALS, MAMOOD",0,1,0,0
A10756,11,2018,"M.N.MEDICALS, CHOONAD",0,1,0,0
A10759,11,2018,"MANAMEL MEDICALS, KOTTAMURI",0,0,1,0
A10758,11,2018,"DR.H.S. BEDI, PAIPAD",0,0,1,0
A10783,11,2018,"JANAKEEYA MEDICALS, CVP CITY TOWER, T.K.ROAD,",0,1,0,0
A10775,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10778,11,2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A10769,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10785,11,2018,"NEETHI MEDICAL STORES, MANNAR",0,1,0,0
A10773,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10786,11,2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",0,1,0,0
A10771,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10777,11,2018,"DR.BALASUBRAMANIAN G, MAVELIKKARA",0,1,0,0
A10789,11,2018,"NEETHI MEDICALS. PALLIPPADI, KARAKKAD",0,1,0,0
A10779,11,2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",0,1,0,0
A10780,11,2018,"MAHAJUBILE MEMORIAL HOSPITAL, EDATHUA",0,1,0,0
A10767,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10788,11,2018,"DURGA MEDICALS, BUDHANOOR.NR FED BANK",0,1,0,0
A10770,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10776,11,2018,"ORANGE MEDICALS, KADAPRA",0,1,0,0
A10784,11,2018,"MANNAR MEDICALS, MANNAR",0,1,0,0
A10774,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10781,11,2018,"M.G MEDICALS, MANNAR",0,1,0,0
A10772,11,2018,"KADAVIL MEDICALS, MANNAR",0,1,0,0
A10768,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,0,1,0
A10790,11,2018,"UDAYAGIRI HOSPITAL, CHANGANACHERRY",0,1,0,0
A10782,11,2018,"S.N.MEDICALS, KADAPRA",0,1,0,0
A10787,11,2018,"JAYA MEDICALS, KAVUMBHAGAM",0,0,1,0
A10830,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",1,0,0,0
A10792,11,2018,"KARUNYAM MEDICALS, CHENGANNUR",1,0,0,0
A10816,11,2018,"DELIGHT'S MEDICALS, CHENGANNUR",0,1,0,0
A10820,11,2018,"PENCOS MEDICALS, CHENGANOOR",0,1,0,0
A10791,11,2018,"NEETHI MEDICALS, M.M JN  PANDALAM",0,1,0,0
A10829,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10827,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10825,11,2018,"MARTHOMA MEDICAL MISSION, RANNY",0,1,0,0
A10828,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10793,11,2018,"NEETHY MEDICAL STORE, KARUKACHAL",0,1,0,0
A10802,11,2018,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",0,1,0,0
A10814,11,2018,"NEETHI MEDICAL STORE, CENTRAL ADOOR",0,1,0,0
A10819,11,2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A10817,11,2018,"HEALTH CARE MEDICALS, CHENGANNUR",0,0,1,0
A10797,11,2018,"NEETHI MEDICALS, NEAR COLLEGE JN ",0,1,0,0
A10822,11,2018,"ATTILETHU  MEDICALS, KULANADA",0,1,0,0
A10815,11,2018,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",0,1,0,0
A10799,11,2018,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",0,0,1,0
A10821,11,2018,"AISWARYA MEDICALS, KUTOOR",0,1,0,0
A10798,11,2018,"C.M HOSPITAL, PANDALAM",0,1,0,0
A10813,11,2018,"PUTHENVILAYIL MEDICALS, PANDALAM",0,1,0,0
A10807,11,2018,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",0,1,0,0
A10826,11,2018,"AMIL MEDICALS, THIRUVALLA",0,1,0,0
A10796,11,2018,"VAZHAPLAVIL MEDICALS, PANDALAM",0,1,0,0
A10809,11,2018,"MARIA HOSPITAL, ADOOR",0,1,0,0
A10805,11,2018,"K.R.MEDICALS, KALLISSERY",0,1,0,0
A10810,11,2018,"KARUNYA MEDICALS, ADOOR",0,1,0,0
A10794,11,2018,"THUSHARA MEDICALS, PANDALAM",0,1,0,0
A10803,11,2018,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",0,1,0,0
A10795,11,2018,"MANGALASSERIL DRUG HOUSE, KULANADA",0,1,0,0
A10800,11,2018,"JANASHRAYA MEDICALS, NEERATTUPURAM",0,1,0,0
A10823,11,2018,"KARUNA COMMUNITY MEDICALS, OPP. MUNICIPAL OFFICE ,PDLM.,",0,1,0,0
A10811,11,2018,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",0,1,0,0
A10818,11,2018,"ASWAS COMMUNITY PHARMACY, ADOOR",0,1,0,0
A10812,11,2018,"LEKSHMI MEDICALS, KUTOOR",0,1,0,0
A10808,11,2018,"WELL CURE MEDICALS, MULAKKUZHA.CGNR",0,1,0,0
A10806,11,2018,"S.D MEDICALS, CHENGANNUR",0,0,1,0
A10801,11,2018,"BHARATH MEDICALS, CHENGANNUR",0,1,0,0
A10824,11,2018,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",0,1,0,0
A10804,11,2018,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",0,0,1,0
A10842,11,2018,"JANAKEEYA MEDICALS, CHANGANASSERY",1,0,0,0
A10839,11,2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A10838,11,2018,"ANJALI MEDICALS, THIRUVALLA",0,1,0,0
A10844,11,2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",0,1,0,0
A10835,11,2018,"BASANTAR MEDICALS, A.R. JUNCTION , MAVELIKKARA",0,1,0,0
A10834,11,2018,"CHAITHANYA MEDICALS, MAVELIKARA",0,1,0,0
A10831,11,2018,"KARUNYAM MEDICALS, CHENGANNUR",0,1,0,0
A10833,11,2018,"SWANTHANAM MEDICALS, MAVELIKKARA",0,1,0,0
A10840,11,2018,"MARANGAT MEDICALS, KAVUMBHAGOM",0,1,0,0
A10841,11,2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",0,1,0,0
A10843,11,2018,"JANAKEEYA MEDICALS, RELISH TOWER SCS JN. ",0,1,0,0
A10836,11,2018,"MANNAR MEDICALS, MANNAR",0,1,0,0
A10832,11,2018,"SHEEBA MEDICALS, THEADICAL",0,1,0,0
A10837,11,2018,"GIRI MEDICALS, THIRUVALLA",0,1,0,0
A10857,11,2018,"SREE    MEDICALS, N S S  BUILDING",1,0,0,0
A10865,11,2018,"THOMSON MEDICALS, THENGANA",0,1,0,0
A10855,11,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A10863,11,2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",0,1,0,0
A10854,11,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A10856,11,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A10860,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10852,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10851,11,2018,"HOLY CROSS HOSPITAL, ADOOR",0,1,0,0
A10861,11,2018,"HAFZA MEDICALS, PATHANAMTHITTA",0,1,0,0
A10853,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10848,11,2018,"CENTRAL MEDICALS, THADIYOOR",0,1,0,0
A10850,11,2018,"MARIA HOSPITAL, ADOOR",0,1,0,0
A10862,11,2018,"T & T MEDICALS, KOZHENCHERRY",0,1,0,0
A10845,11,2018,"JAYA MEDICALS, POOVATHOOR",0,1,0,0
A10846,11,2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",0,1,0,0
A10849,11,2018,"KUTTAPPUZHA JANSEVANA MEDICALS, MARTHOMA COLLEGE JN.,",0,1,0,0
A10864,11,2018,"JANAKEEYA MEDICALS, RELISH TOWER SCS JN. ",0,1,0,0
A10858,11,2018,"ASWAS MEDICALS, KURISHUMMOODU",0,1,0,0
A10859,11,2018,"JESWIN MEDICALS, THENGANA",0,1,0,0
A10847,11,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A10894,11,2018,"ST.GEORGE MEDICALS, KOZHENCHERY",0,1,0,0
A10901,11,2018,"ALPHA PHARMACEUTICALS, PATHANAMTHITTA",0,1,0,0
A10869,11,2018,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",0,1,0,0
A10870,11,2018,"AMIL MEDICALS, THIRUVALLA",0,1,0,0
A10873,11,2018,"PAZHANJIYIL MEDICALS, KOZHENCHERY",0,1,0,0
A10898,11,2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",0,1,0,0
A10895,11,2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A10886,11,2018,"PULOOR DRUG HOUSE, KOZHENCHERRY",0,1,0,0
A10879,11,2018,"VETTATHARAYIL MEDICALS, KOZHENCHERRY",0,1,0,0
A10867,11,2018,"NEETHI MEDICAL STORE, KUMBANADU",0,1,0,0
A10877,11,2018,"SOUTHERN MEDICALS, KOZHENCHERY",0,1,0,0
A10872,11,2018,"NEETHI MEDICALS, THEKKEMALA",0,1,0,0
A10883,11,2018,"FELLOWSHIP MISSION HOSPITAL, KUMBANAD",0,1,0,0
A10874,11,2018,"NEETHY MEDICAL STORE, PULLAD",0,1,0,0
A10875,11,2018,"ST.MARY'S HOSPITAL, ERAVIPEROOR",0,1,0,0
A10897,11,2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",0,1,0,0
A10881,11,2018,"MODERN DRUG HOUSE, PATHANAMTHITTA",0,1,0,0
A10876,11,2018,"PUSHPAGIRI MEDICAL SOCIETY, PUSHPAGIRI MEDICAL COLLEGE",0,1,0,0
A10871,11,2018,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",0,0,1,0
A10885,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10878,11,2018,"MADATHIL MEDICALS, KOZHANCHERY",0,1,0,0
A10880,11,2018,"SIMON GEORGE & SONS, PATHANAMTHITTA",0,1,0,0
A10890,11,2018,"PHILIPS MEDICALS, NELLAD",0,1,0,0
A10882,11,2018,"FRIENDS MEDICALS, PATHANAMTHITTA",0,1,0,0
A10888,11,2018,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",0,1,0,0
A10891,11,2018,"KUMBANAD MEDICALS, KUMBANAD",0,1,0,0
A10900,11,2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",0,1,0,0
A10892,11,2018,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",0,1,0,0
A10868,11,2018,"TRAVANCORE MEDICALS, PULLAD",0,1,0,0
A10889,11,2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",0,1,0,0
A10902,11,2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",0,1,0,0
A10884,11,2018,"TRAVANCORE MEDICALS, PATHANAMTHITTA",0,1,0,0
A10903,11,2018,"SOUTHERN DRUG HOUSE, THIRUVALLA",0,1,0,0
A10896,11,2018,"JANASHRAYA MEDICALS, NEERATTUPURAM",0,1,0,0
A10887,11,2018,"MANNAR MEDICALS, PATHANAMTHITTA",0,1,0,0
A10899,11,2018,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",0,1,0,0
A10866,11,2018,"SAM MEDICALS, PATHANAMTHITTA",0,1,0,0
A10893,11,2018,"ST.THOMAS MEDICALS, VENMONY",0,1,0,0
A10904,11,2018,"DINA MEDICALS, MAMOOD",0,1,0,0
A10924,11,2018,"JANAKEEYA MEDICALS, CHANGANASSERY",1,0,0,0
A10918,11,2018,"KADAVIL MEDICALS, MANNAR",0,1,0,0
A10905,11,2018,"S.D MEDICALS, CHENGANNUR",0,1,0,0
A10914,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10917,11,2018,"PUSHPAGIRI MEDICAL SOCIETY, PUSHPAGIRI MEDICAL COLLEGE",0,1,0,0
A10909,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10922,11,2018,"JANAKEEYA MEDICALS, CHANGANASSERY",0,1,0,0
A10913,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10910,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10911,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10908,11,2018,"ST.LUKE HOSPITAL, PATHANAMTHITTA",0,1,0,0
A10912,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10925,11,2018,"C.M HOSPITAL, PANDALAM",0,0,1,0
A10915,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10920,11,2018,"JAI MEDICALS, THIRUVALLA",0,1,0,0
A10919,11,2018,"UDAYAGIRI HOSPITAL, CHANGANACHERRY",0,1,0,0
A10921,11,2018,"DR.PONNAPPAN, CHANGANACHERRY",0,1,0,0
A10923,11,2018,"MAHAJUBILE MEMORIAL HOSPITAL, EDATHUA",0,1,0,0
A10916,11,2018,"ST.GEORGE MEDICALS, KOZHENCHERY",0,1,0,0
A10926,11,2018,"REMEDY MEDICALS, CHANGANACHERRY",0,1,0,0
A10906,11,2018,"JANASHRAYA MEDICALS, NEERATTUPURAM",0,1,0,0
A10907,11,2018,"JOSE & SONS MEDICALS, THIRUVALLA",0,1,0,0
A10927,11,2018,"NATIONAL MEDICALS, PODIYADI",0,0,1,0
A10938,11,2018,"THOMSON MEDICALS, TIRUVALLA",1,0,0,0
A10931,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10935,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10934,11,2018,"MEDICAL TRUST HOSPITAL, KULANADA",0,1,0,0
A10937,11,2018,"NEETHI MEDICALS, NEAR COLLEGE JN ",0,1,0,0
A10932,11,2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",0,1,0,0
A10933,11,2018,"JANAKEEYA MEDICALS, RELISH TOWER SCS JN. ",0,1,0,0
A10929,11,2018,"CENTRAL MEDICALS, THADIYOOR",0,1,0,0
A10930,11,2018,"KUTTAPPUZHA JANSEVANA MEDICALS, MARTHOMA COLLEGE JN.,",0,1,0,0
A10928,11,2018,"BENNY & COM, TIRUVALLA",0,1,0,0
A10936,11,2018,"NEETHI MEDICALS, MALLAPPALLY",0,0,1,0
A10974,11,2018,"KADAVIL MEDICALS, MANNAR",1,0,0,0
A10950,11,2018,"DR.PREMI VARGHESE, KARUNYA EYE (H)",1,0,0,0
A10976,11,2018,"J & B MEDICALS, THADIYOOR",0,1,0,0
A10957,11,2018,"ATTILETHU  MEDICALS, KULANADA",1,0,0,0
A10941,11,2018,"KARUNYAM MEDICALS, CHENGANNUR",0,1,0,0
A10956,11,2018,"JANAKEEYA MEDICALS, CVP CITY TOWER, T.K.ROAD,",0,1,0,0
A10972,11,2018,"MANNAR MEDICALS, MANNAR",0,1,0,0
A10966,11,2018,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",0,1,0,0
A10949,11,2018,"NEETHY MEDICAL STORE, KARUKACHAL",0,1,0,0
A10977,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10963,11,2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A10946,11,2018,"NEETHI MEDICAL STORE, CENTRAL ADOOR",0,1,0,0
A10965,11,2018,"UDAYA MEDICALS, PANDALAM",0,1,0,0
A10973,11,2018,"DURGA MEDICALS, BUDHANOOR.NR FED BANK",0,1,0,0
A10943,11,2018,"NEETHI MEDICALS, M.M JN  PANDALAM",0,1,0,0
A10942,11,2018,"ORANGE MEDICALS, KADAPRA",0,1,0,0
A10968,11,2018,"HEALTH CARE MEDICALS, CHENGANNUR",0,1,0,0
A10958,11,2018,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",0,1,0,0
A10952,11,2018,"SUPPLYCO-MAVELI MEDICALS, ADOOR",0,1,0,0
A10970,11,2018,"USHA HOSPITAL, CHENGANNOOR",0,1,0,0
A10939,11,2018,"S.N.MEDICALS, KADAPRA",0,1,0,0
A10953,11,2018,"APPOLO MEDICALS, ADOOR",0,1,0,0
A10959,11,2018,"ORMA MEDICALS, ADOOR",0,1,0,0
A10971,11,2018,"DELIGHT'S MEDICALS, CHENGANNUR",0,1,0,0
A10955,11,2018,"LEKSHMI MEDICALS, KUTOOR",0,1,0,0
A10961,11,2018,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",0,1,0,0
A10969,11,2018,"DEEPTHI MEDICALS, MANNAR",0,1,0,0
A10960,11,2018,"K.R.MEDICALS, KALLISSERY",0,1,0,0
A10940,11,2018,"THUSHARA MEDICALS, PANDALAM",0,1,0,0
A10967,11,2018,"CHERUKARA DRUG HOUSE, CHENGANOOR",0,1,0,0
A10951,11,2018,"AISWARYA MEDICALS, KUTOOR",0,0,1,0
A10964,11,2018,"TRINITY MEDICALS, KUTOOR",0,1,0,0
A10944,11,2018,"S.D MEDICALS, CHENGANNUR",0,1,0,0
A10947,11,2018,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",0,1,0,0
A10945,11,2018,"BHARATH MEDICALS, CHENGANNUR",0,1,0,0
A10975,11,2018,"KARUNYA MEDICALS, CHENGANOOR",0,1,0,0
A10954,11,2018,"GIRI MEDICALS, THIRUVALLA",0,1,0,0
A10962,11,2018,"JAYA MEDICALS, KAVUMBHAGAM",0,0,1,0
A10948,11,2018,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",0,0,1,0
A11003,11,2018,"KANNAMPALLIL MEDICALS, THENGANA",0,1,0,0
A10990,11,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A10989,11,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A10995,11,2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",0,1,0,0
A11008,11,2018,"NEETHI MEDICALS, THENGANA",0,1,0,0
A10988,11,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A10992,11,2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",0,1,0,0
A11007,11,2018,"DR.BALASUBRAMANIAN G, MAVELIKKARA",0,1,0,0
A10981,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A10994,11,2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",0,1,0,0
A10983,11,2018,"HOLY CROSS HOSPITAL, ADOOR",0,1,0,0
A11006,11,2018,"ANJALI MEDICALS, THIRUVALLA",0,1,0,0
A10993,11,2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",0,1,0,0
A10996,11,2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",0,1,0,0
A10985,11,2018,"HOLY CROSS HOSPITAL, ADOOR",0,1,0,0
A11002,11,2018,"J M J MEDICALS, LAIKADU",0,1,0,0
A11000,11,2018,"JAI MEDICALS, THIRUVALLA",0,1,0,0
A10979,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A11004,11,2018,"THOMSON MEDICALS, THENGANA",0,1,0,0
A10991,11,2018,"KOTTARATHIL MEDICALS, RANNY",0,1,0,0
A11005,11,2018,"AMIL MEDICALS, THIRUVALLA",0,1,0,0
A10978,11,2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A10999,11,2018,"MAMMARAPALLIL MEDICALS, PULLAD ",0,1,0,0
A10987,11,2018,"JANAKEEYA MEDICALS, RELISH TOWER SCS JN. ",0,1,0,0
A10998,11,2018,"T & T MEDICALS, KOZHENCHERRY",0,1,0,0
A10984,11,2018,"ARUN MEDICALS, AZHIYIDATHUCHIRA",0,1,0,0
A10982,11,2018,"K.T. GEORGE & SONS, THIRUVALLA",0,1,0,0
A10997,11,2018,"PADAPARAMBIL MEDICALS, PURAMATTOM",0,1,0,0
A10986,11,2018,"M.N.MEDICALS, CHOONAD",0,1,0,0
A11001,11,2018,"SAKTHI MEDICALS, UDUMBUMCHOLA",0,1,0,0
A10980,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,0,0,0
A11031,11,2018,"KUTTAPPUZHA JANSEVANA MEDICALS, MARTHOMA COLLEGE JN.,",1,0,0,0
A11033,11,2018,"MEDICAL TRUST HOSPITAL, KULANADA",0,1,0,0
A11042,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A11032,11,2018,"DR.BALASUBRAMANIAN G, MAVELIKKARA",0,1,0,0
A11038,11,2018,"PULOOR DRUG HOUSE, KOZHENCHERRY",0,1,0,0
A11027,11,2018,"NEETHI MEDICALS, PATHANAMTHITTA",0,1,0,0
A11041,11,2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A11017,11,2018,"NEETHI MEDICALS(SCB 195), MEMANA BUILDING.PULLAD",0,1,0,0
A11039,11,2018,"ST.GEORGE MEDICALS, KOZHENCHERY",0,1,0,0
A11010,11,2018,"HAFZA MEDICALS, PATHANAMTHITTA",0,1,0,0
A11029,11,2018,"MODERN DRUG HOUSE, PATHANAMTHITTA",0,1,0,0
A11024,11,2018,"ST.MARY'S HOSPITAL, ERAVIPEROOR",0,1,0,0
A11023,11,2018,"PRATHIBHA MEDICALS, VECHOOCHIRA",0,1,0,0
A11013,11,2018,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",0,1,0,0
A11018,11,2018,"MEDICAL TRUST HOSPITAL, KULANADA",0,1,0,0
A11026,11,2018,"SOUTHERN MEDICALS, KOZHENCHERY",0,1,0,0
A11011,11,2018,"SAM MEDICALS, PATHANAMTHITTA",0,1,0,0
A11028,11,2018,"MADATHIL MEDICALS, KOZHANCHERY",0,1,0,0
A11040,11,2018,"FRIENDS MEDICALS, PATHANAMTHITTA",0,1,0,0
A11043,11,2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",0,1,0,0
A11025,11,2018,"KUMBANAD MEDICALS, KUMBANAD",0,1,0,0
A11034,11,2018,"PHILIPS MEDICALS, NELLAD",0,0,1,0
A11044,11,2018,"JANAKEEYA MEDICALS, RELISH TOWER SCS JN. ",0,1,0,0
A11037,11,2018,"KANJIRAMON MEDICALS, KOZHENCHERRY",0,1,0,0
A11022,11,2018,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",0,1,0,0
A11045,11,2018,"C.M HOSPITAL, PANDALAM",0,0,1,0
A11020,11,2018,"SIMON GEORGE & SONS, PATHANAMTHITTA",0,1,0,0
A11012,11,2018,"THOMSON MEDICALS, TIRUVALLA",0,1,0,0
A11015,11,2018,"ASWAS MEDICALS, KURISHUMMOODU",0,1,0,0
A11019,11,2018,"TRAVANCORE MEDICALS, PULLAD",0,1,0,0
A11035,11,2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",0,1,0,0
A11014,11,2018,"JESWIN MEDICALS, THENGANA",0,1,0,0
A11016,11,2018,"NEETHI MEDICALS, THEKKEMALA",0,1,0,0
A11036,11,2018,"S.D MEDICALS, CHENGANNUR",0,1,0,0
A11009,11,2018,"BHAGAVATH MEDICALS, THIRUVALLA",0,1,0,0
A11030,11,2018,"PREETHI MEDICALS, ELENTHOOR",0,1,0,0
A11021,11,2018,"JOSE & SONS MEDICALS, THIRUVALLA",0,0,1,0
A11056,11,2018,"KARUNA COMMUNITY MEDICALS, OPP. MUNICIPAL OFFICE ,PDLM.,",0,1,0,0
A11051,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A11049,11,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
